Bill Cosby,child,"As I have discovered by examining my past, I started out as a child. Coincidentally, so did my [younger] brother... Russel, who taught me what was meant by survival of the fittest."
Elie Wiesel,child,"As long as one dissident is in prison, our freedom will not be true. As long as one child is hungry, our lives will be filled with anguish and shame."
Ben Gibbard,child,"As the flashbulbs burst she holds a smile , Like someone would hold a crying child Soon everybody will ask what became of you , Your heart was dying fast and you didn't know what to do."
Fran Lebowitz,child,Ask your child what he wants for dinner only if he's buying.
Cesare Pavese,child,"At great periods you have always felt, deep within you, the temptation to commit suicide. You gave yourself to it, breached your own defenses. You were a child. The idea of suicide was a protest against life; by dying, you would escape this longing for death."
Bernie Sanders,child,"At the current $5.15 an hour, the federal minimum wage has become a poverty wage. A full-time worker with one child lives below the official poverty line."
Barbara Bush,child,"At the end of your life, you will never regret not having passed one more test, not winning one more verdict or not closing one more deal. You will regret time not spent with a husband, a friend, a child, or a parent."
Bob Keeshan,child,"Back in the old days, when I was a child, we sat around the family table at dinner time and exchanged our daily experiences. It wasn't very organized, but everyone was recognized and all the news that had to be told was told by each family member. We listened to each other and the interest was not put on; it was real."
Bob Beauprez,child,"Barack Obama likes to point to General Motors as the poster child for the job creation success of his economic policies. However, whatever your sentiments about the government's bailout of General Motors, for every job Barack Obama 'saved-or-created' in the U.S. there were two jobs off shore."
Bette Davis,child,"Basically, I believe the world is a jungle, and if it's not a bit of a jungle in the home, a child cannot possibly be fit to enter the outside world."
Bernice Weissbourd,child,"Because it's not only that a child is inseparable from the family in which he lives, but that the lives of families are determined by the community in which they live and the cultural tradition from which they come."
Austin O'Malley,child,"Before you beat a child, be sure yourself are not the cause of the offense."
Alexander Pope,child,"Behold the child, by nature's kindly law, pleased with a rattle, tickled with a straw."
Barbara Kingsolver,child,Being a novelist and being a mother have exactly coincided in my life: the call from my agent saying that I had a contract for my first novel - that was on my answering phone message when I got back from the hospital with my first child.
Johann Kaspar Lavater,child,Beware of him who hates the laugh of a child.
Bruce Schneier,child,"Beware the Four Horsemen of the Information Apocalypse: terrorists, drug dealers, kidnappers, and child pornographers. Seems like you can scare any public into allowing the government to do anything with those four."
Caroll Spinney,child,Big Bird went through his very human kind of struggles as a child. No other children's character has been that complete and detailed.
Lydia M. Child,child,Blessed indeed is the man who hears many gentle voices call him father!
Lydia M. Child,child,"But men never violate the laws of God without suffering the consequences, sooner or later."
Gloria Steinem,child,"But somewhere within each of us, buried at varying depths depending on the age and degree of neglect or abuse, shame or coercion we endured, there is a resistant, daydreaming, rebellious, creative, unique child -- a true self who is waiting."
Bayard Taylor,child,But still I dream that somewhere there must be The spirit of a child that waits for me.
George Eliot,child,"But the mother's yearning, that completest type of the life in another life which is the essence of real human love, feels the presence of the cherished child even in the debased, degraded man."
Ben Stein,child,"But when I talk to people who are Darwinists or evolutionists and say, 'Well, how did life begin' -- they're...they don't have an answer. I mean, they have an answer, but it's a BS answer. It's an answer that wouldn't make sense to a small child."
Thomas Traherne,child,"Certainly Adam in Paradise had not more sweet and curious apprehensions of the world, than I when I was a child."
Lydia M. Child,child,"Childhood itself is scarcely more lovely than a cheerful, kindly, sunshiny old age."
John Bradshaw,child,Children are curious and are risk takers. They have lots of courage. They venture out into a world that is immense and dangerous. A child initially trusts life and the processes of life.
Bill Hicks,child,Children are smarter than any of us. Know how I know that? I don't know one child with a full time job and children.
George Eliot,child,"Children demand that their heroes should be freckleless, and easily believe them so: perhaps a first discovery to the contrary is less revolutionary shock to a passionate child than the threatened downfall of habitual beliefs which makes the world seem to totter for us in maturer life."
Brad Sherman,child,Circumcision is obligatory for Jewish-born males - it must be performed on the eighth day after birth and is only postponed in the case of threat to the life or health of the child. Muslim parents also circumcise their male children.
Alan Bennett,child,"Closing a public library is child abuse, really, because it hinders child development."
Bo Burnham,child,"Comedy doesn't really matter that much; I know that. I treat it like an adult - I don't treat it like a child or a god, which some people do. This might just be in America, but 'stand-up comedy' is something very particular that I don't particularly relate to."
Ban Ki-moon,child,"Countries with higher levels of gender equality have higher economic growth. Companies with more women on their boards have higher returns. Peace agreements that include women are more successful. Parliaments with more women take up a wider range of issues - including health, education, anti-discrimination, and child support."
Rose Macaulay,child,"Cranks live by theory, not by pure desire. They want votes, peace, nuts, liberty, and spinning-looms not because they love these things, as a child loves jam, but because they think they ought to have them. That is one element which makes the crank."
Norman Podhoretz,child,"Creativity represents a miraculous coming together of the uninhibited energy of the child with it apparent opposite and enemy, the sense of order imposed on the disciplined adult intelligence."
Alan Paton,child,"Cry, the beloved country, for the unborn child that is the inheritor of our fear. Let him not love the earth too deeply... For fear will rob him of all if he gives too much."
Carmen Electra,child,"Dancing is my number one love. That was my first goal as a child. I would love to do stage, maybe do Chicago. I love being in front of an audience. It's so stimulating. I also love to barbecue."
Plato,child,"Do not train a child to learn by force or harshness; but direct them to it by what amuses their minds, so that you may be better able to discover with accuracy the peculiar bent of the genius of each."
Fran Lebowitz,child,"Do not, on a rainy day, ask your child what he feels like doing, because I assure you that what he feels like doing, you won't feel like watching."
Jeanette Winterson,child,"Don't regret your life, child, it will pass soon enough."
Jonathan Swift,child,Don't set your wit against a child.
Douglas Adams,child,"Don't you understand that we need to be childish in order to understand? Only a child sees things with perfect clarity, because it hasn't developed all those filters which prevent us from seeing things that we don't expect to see."
Hubert H. Humphrey,child,Each child is an adventure into a better life - an opportunity to change the old pattern and make it new.
Boomer Esiason,child,Educate yourself. Understand what you're dealing with. Then figure out how to fight it. Then figure out how to raise money for that fight. It'll help you cope. It'll help your child.
Jean-Jacques Rousseau,child,Endurance and to be able to endure is the first lesson a child should learn because it's the one they will most need to know.
Gaston Bachelard,child,Even a minor event in the life of a child is an event of that child's world and thus a world event.
Bruce Chatwin,child,"Even today, when an Aboriginal mother notices the first stirrings of speech in her child, she lets it handle the things of that particular country: leaves, fruit, insects and so forth. We give our children guns and computer games, Wendy said. They gave their children the land."
Pablo Picasso,child,Every child is an artist. The problem is to remain an artist once they grow up.
Richard Buckminster Fuller,child,Every child is born a genius.
Lydia M. Child,child,"Every human being has, like Socrates, an attendant spirit; and wise are they who obey its signals. If it does not always tell us what to do, it always cautions us what not to do."
Barbara Kingsolver,child,Every minute with a child takes seven minutes off your life.
Sir James Matthew Barrie,child,Every time a child says 'I don't believe in fairies' there is a little fairy somewhere that falls down dead.
Caitlin Moran,child,"Every woman who chooses - joyfully, thoughtfully, calmly, of their own free will and desire - not to have a child does womankind a massive favour in the long term."
Aleister Crowley,child,Falsehood is invariably the child of fear in one form or another.
Søren Kierkegaard,child,"Father in Heaven! When the thought of thee wakes in our hearts let it not awaken like a frightened bird that flies about in dismay, but like a child waking from its sleep with a heavenly smile."
Cass Sunstein,child,"For any child, boy or girl, a father is both Jedi and Sith: Obi-Wan Kenobi - gentle and calming and good - and Vader, fierce and terrifying."
Charles Dickens,child,"For not an orphan in the wide world can be so deserted as the child who is an outcast from a living parent's love.,
"
Friedrich Nietzsche,child,"For the woman, the man is a means: the end is always the child."
John Adams,child,Genius is sorrow's child.
John Ruskin,child,"Give little love to a child, and you get a great deal back."
B. F. Skinner,child,Give me a child and I'll shape him into anything.
Norman Mailer,child,Giving a camera to Diane Arbus is like putting a live grenade in the hands of a child.
Henry Ward Beecher,child,"Giving The best thing to give to your enemy is forgiveness; to an opponent, tolerance; to a friend, your heart; to your child, a good example; to a father, deference; to your mother, conduct that will make her proud of you; to yourself, respect; to all men."
Tobias G. Smollett,child,Glory is the child of peril.
Robert Browning,child,Go practice if you please with men and women: leave a child alone for Christ's particular love's sake!
C. Thomas Howell,child,"Going from a child actor to an adult actor is not an easy thing, and I was sort of lost in a no man's land for a while, trying to figure out who I was as a person, and going from a young actor to an adult actor."
William Shakespeare,child,"Grief fills the room up of my absent child, lies in his bed, walks up and down with me, puts on his pretty looks, repeats his words."
Bow Wow,child,"Guys like Todd Bridges never overcame being a child star. You can't have any big failures. I've always felt regular. I played organized ball at the rec league. At 13, they told me I sold 3 million copies. I didn't know what that meant."
David Grayson,child,"Happiness... she loves, to see men at work. She loves sweat, weariness, self sacrifice. She will be found not in places but lurking in cornfields and factories; and hovering over littered desks; she crowns the unconscious head of the busy child."
Bill Cosby,child,Having a child is surely the most beautifully irrational act that two people in love can commit.
Carolyn Murphy,child,"Having a child keeps you very grounded. So when I decided to have a child, I made it clear to the people I work with that my job was no longer my priority."
Anthony Burgess,child,"He said it was artificial respiration, but now I find I am to have his child."
Lydia M. Child,child,"Home - that blessed word, which opens to the human heart the most perfect glimpse of Heaven, and helps to carry it thither, as on an angel's wings."
Boris Becker,child,How do you build a relationship when you've hardly shared a word but suddenly share a child? How do you love a daughter you don't see for nearly two years? When does she become your daughter? How does she become your daughter?
Fran Lebowitz,child,How do you know if your child is a writer? Your obstetrician holds his stethoscope to your abdomen and only hears excuses.
Carlo Collodi,child,"How it happened that Mastro Cherry, carpenter, found a piece of wood that wept and laughed like a child."
Ovid,child,How little is the promise of the child fulfilled in the man.
Barry Schwartz,child,How much does it really matter whether your child will soon be enjoying a first year at Harvard or Yale or will instead end up at her third or fourth or fifth choice? Probably much less than you think.
Judy Garland,child,How strange when an illusion dies. It's as though you've lost a child.
Anne Sullivan,child,I am beginning to suspect all elaborate and special systems of education. They seem to me to be built up on the supposition that every child is a kind of idiot who must be taught to think.
Stephen Hawking,child,"I am just a child who has never grown up. I still keep asking these 'how' and 'why' questions. Occasionally, I find an answer.,
"
George Konrad,child,I believe that it is my job not only to write books but to have them published. A book is like a child. You have to defend the life of a child.
Abbott Eliot Kittredge,child,"I believe that the fewer the laws in a home the better; but there is one law which should be as plainly understood as the shining of the sun is visible at noonday, and that is, implicit and instantaneous obedience from the child to the parent, not only for the peace of the home, but for the highest good of the child."
Bryce Dallas Howard,child,"I can only really speak for myself and what I've noticed in my kids and the people in my life, but because dinosaurs were real, and yet they seem so fantastical, is why they held such a huge fascination for me as a child. They're so different from human beings."
Anne McCaffrey,child,I did not have a chance to write novels until my youngest child started school fulltime.
Anne Ford,child,I don't know if we ever fully get over the pain of watching a child trying to find their way through a world that too often doesn't understand.
Toni Morrison,child,I don't think one parent can raise a child. I don't think two parents can raise a child. You really need the whole village.
Agnetha Faltskog,child,I have always had strong maternal instincts. Even when I was still a child I cut out pictures of prams from newspapers and imagined the feeling of pushing my own pram through fresh winter snow and seeing the wheels' tracks behind me in the snow.
William B. Yeats,child,I have known more men destroyed by the desire to have wife and child and to keep them in comfort than I have seen destroyed by drink and harlots.
Anne Sullivan,child,"I have thought about it a great deal, and the more I think, the more certain I am that obedience is the gateway through which knowledge, yes, and love, too, enter the mind of the child."
Bryan Singer,child,"I identify with Superman. I am adopted, I am an only child, and I love the idea that he comes from another world, that he's the ultimate immigrant. He has all these extraordinary powers, and he has a righteousness about him."
Fran Lebowitz,child,"I must take issue with the term 'a mere child,' for it has been my invariable experience that the company of a mere child is infinitely preferable to that of a mere adult."
Anne Sullivan Macy,child,"I need a teacher quite as much as Helen. I know the education of this child will be the distinguishing event of my life, if I have the brains and perseverance to accomplish it."
Anne Ford,child,"I put up a huge wall of denial. It was years before I was able to break through it... accepting that your child has a disability, especially one like LD that cannot be seen or easily diagnosed, is one of the hardest things to come to terms with."
Beatrix Potter,child,"I remember I used to half believe and wholly play with fairies when I was a child. What heaven can be more real than to retain the spirit-world of childhood, tempered and balanced by knowledge and common-sense..."
Buckminster Fuller,child,"I set about fifty-five years ago (1927) to see what a penniless, unknown human individual with a dependent wife and newborn child might be able to do effectively on behalf of all humanity..."
Abbott Eliot Kittredge,child,"I suppose that every parent loves his child; but I know without any supposing, that in a large number of homes the love is hidden behind authority, or its expression is crowded out by daily duties and cares."
Sri Sarada Devi,child,"I tell you one thing - if you want peace of mind, do not find fault with others. Rather learn to see your own faults. Learn to make the whole world your own. No one is a stranger, my child; this whole world is your own."
James Joyce,child,I think a child should be allowed to take his father's or mother's name at will on coming of age. Paternity is a legal fiction.
Brooke Burke,child,"I think it's such a blessing to be able to have a child, and good and bad, whatever you go through, it's so worth it, and it's such an unbelievable time - you have someone growing inside of you!"
Albert Ellis,child,I think the future of psychotherapy and psychology is in the school system. We need to teach every child how to rarely seriously disturb himself or herself and how to overcome disturbance when it occurs.
Alan Bennett,child,I was an only child. I lost both my parents. By the time I was twenty I was bald. I'm homosexual. In the way of circumstances and background to transcend I had everything an artist could possibly want. It was practically a blueprint. I was programmed to be a novelist or a playwright. But I'm not.
Burton Richter,child,"I was born on 22 March 1931 in New York, the elder child of Abraham and Fanny Richter."
Anne Tyler,child,I was standing in the schoolyard waiting for a child when another mother came up to me. Have you found work yet? she asked. Or are you still just writing?
William Shakespeare,child,"I would there were no age between ten and three-and-twenty, or that youth would sleep out the rest; for there is nothing in the between but getting wenches with child, wronging the anciently, stealing, fighting."
Gloria Steinem,child,"I'm completely happy not having children. I mean, everybody does not have to live in the same way. And as somebody said, Everybody with a womb doesn't have to have a child any more than everybody with vocal cords has to be an opera singer."
Bayard Ruskin,child,"I've seen the Rhine with younger wave, O'er every obstacle to rave. I see the Rhine in his native wild Is still a mighty mountain child."
Rachel Carson,child,"If a child is to keep alive his inborn sense of wonder without any such gift from the fairies, he needs the companionship of at least one adult who can share it, rediscovering with him the joy, excitement, and mystery of the world we live in."
Anne Sullivan Macy,child,"If the child is left to himself, he will think more and better, if less showily. Let him go and come freely, let him touch real things and combine his impressions for himself."
Carl Karcher,child,"If the money we donate helps one child or can ease the pain of one parent, those funds are well spent."
Thomas Paine,child,"If there must be trouble, let it be in my day, that my child may have peace.,
"
Barbara Hale,child,"If we could have seen through the televisions, we would probably have seen many a child grow up."
Buddy Wakefield,child,"If we were created in God's image, then when God was a child he smushed fire ants with his fingertips and avoided tough questions."
Bette Davis,child,"If you have never been hated by your child, you have never been a parent."
George Bernard Shaw,child,"If you strike a child, take care that you strike it in anger, even at the risk of maiming it for life. A blow in cold blood neither can nor should be forgiven."
Bette Davis,child,"If you've never been hated by your child, you've never been a parent."
David Foster Wallace,child,"If you've never wept and want to, have a child."
Barbara Demick,child,"In 2012, a five-year-old girl in Shandong province described to me how ten officials had chased her six-months-pregnant mother through the fields to prevent the birth of the family's second child, a boy. She died during the procedure."
Antonin Scalia,child,"In a big family the first child is kind of like the first pancake. If it's not perfect, that's okay, there are a lot more coming along."
Campbell Brown,child,"In a situation where it's the child or the adult, I'm going with the child."
Caitlin Flanagan,child,In many respects a teenage girl's home is more important to her than at any time since she was a small child. She also needs emotional support and protection from the most corrosive cultural forces that seek to exploit her when she is least able to resist.
Enid Bagnold,child,"In marriage there are no manners to keep up, and beneath the wildest accusations no real criticism. Each is familiar with that ancient child in the other who may erupt again. We are not ridiculous to ourselves. We are ageless. That is the luxury of the wedding ring."
Don Marquis,child,"In order to influence a child, one must be careful not to be that child's parent or grandparent."
Bill Cosby,child,"In spite of the seven thousand books of expert advice, the right way to discipline a child is still a mystery to most fathers and... mothers. Only your grandmother and Ghengis Khan know how to do it."
Bill Cosby,child,"In spite of the six thousand manuals on child raising in the bookstores, child raising is still a dark continent and no one really knows anything. You just need a lot of love and luck - and, of course, courage."
Ralph Waldo Emerson,child,"Is the parent better than the child into whom he has cast his ripened being? Whence, then, this worship of the past?"
Campbell Brown,child,"It comes down to what your priorities are, and if public education is about kids, then every decision we make should be focused on the question of 'Is this good for a child?' And that should be the driving focus and the priority when we decide what our policies should be and what our laws should be."
Dwight L. Moody,child,It is a masterpiece of the devil to make us believe that children cannot understand religion. Would Christ have made a child the standard of faith if He had known that it was not capable of understanding His words?
George Bernard Shaw,child,It is a monstrous thing to force a child to learn Latin or Greek or mathematics on the ground that they are an indispensable gymnastic for the mental powers. It would be monstrous even if it were true.
G. C. Lichtenberg,child,"It is a question whether, when we break a murderer on the wheel, we do not fall into the error a child makes when it hits the chair it has bumped into."
William Shakespeare,child,It is a wise father that knows his own child.
Cesare Pavese,child,"It is not that the child lives in a world of imagination, but that the child within us survives and starts into life only at rare moments of recollection, which makes us believe, and it is not true, that, as children, we were imaginative?"
Bill Brandt,child,It is part of the photographer's job to see more intensely than most people do. He must have and keep in him something of the receptiveness of the child who looks at the world for the first time or of the traveler who enters a strange country.
Eric Hoffer,child,"It is the child in man that is the source of his uniqueness and creativeness, and the playground is the optimal milieu for the unfolding of his capacities and talents."
George Washington,child,"It is the child of avarice, the brother of iniquity, and the father of mischief."
Boris Sidis,child,"It is time that the medical and teaching profession should realize that functional neurosis is not congenital, not inborn, not hereditary, but is the result of a defective, fear-inspiring education in early child life."
Edward. E. Cummings,child,It takes three to make a child.
Carolyn Murphy,child,"It was easy to run around barefoot in oblivion in Costa Rica. But once I gave birth to my child, I didn't want to be oblivious to the obvious."
Liza Minnelli,child,It was no great tragedy being Judy Garland's daughter. I had tremendously interesting childhood years - except they had little to do with being a child.
Carol Shields,child,"It was something every child knew how to do, maintain a direct and full connection with the world. Somehow you forgot about it as you grew up, and had to learn it again."
Blair Underwood,child,It's about strengthening the relationship and the bond of parent to child.
Benjamin Watson,child,"It's been a constant struggle with my athletic career to identify myself as a child of God and understand that His love is unconditional for us; it's not conditional like fans, or coaches, or even myself."
Carol Bellamy,child,It's estimated that there may be two hundred and fifty million children in the world engaged in some form of exploitative child labour.
Billie Jean King,child,"It's really impossible for athletes to grow up. On the one hand, you're a child, still playing a game. But on the other hand, you're a superhuman hero that everyone dreams of being. No wonder we have such a hard time understanding who we are."
Augustus William Hare,child,"Jealousy is said to be the offspring of Love. Yet, unless the parent makes haste to strangle the child, the child will not rest till it has poisoned the parent."
Blythe Danner,child,"Just look at my face. Its an extraordinary experience. All of my friends who are grandparents have been saying, just wait, a bit cynically, but its just extraordinary. You feel like a child again yourself. Just walking on air."
Bill Cosby,child,Laughter brings out the child in all of us.
Alice Miller,child,"Learning is a result of listening, which in turn leads to even better listening and attentiveness to the other person. In other words, to learn from the child, we must have empathy, and empathy grows as we learn."
Mary MacCracken,child,Level with your child by being honest. Nobody spots a phony quicker than a child.
Oliver Goldsmith,child,"Life at the greatest and best is but a froward child, that must be humored and coaxed a little till it falls asleep, and then all the care is over."
Saul Alinsky,child,Life is a corrupting process from the time a child learns to play his mother off against his father in the politics of when to go to bed; he who fears corruption fears life.
Anne Morrow Lindbergh,child,"Life is a gift, given in trust - like a child."
George Bernard Shaw,child,"Life is not meant to be easy, my child; but take courage: it can be delightful."
Caroline Lawrence,child,"Like every child growing up in America, I read 'The Adventures of Tom Sawyer' and 'Huckleberry Finn.' I liked them well enough, but I didn't love them."
Erich Fromm,child,"Love is the child of freedom, never that of domination.   "
Buddha,child,Love the whole world as a mother lovers her only child.
George Bernard Shaw,child,Make it a rule never to give a child a book you would not read yourself.
H.G. Wells,child,"Man is the unnatural animal, the rebel child of nature, and more and more does he turn himself against the harsh and fitful hand that reared him."
Arlie Russell Hochschild,child,"Many women cut back what had to be done at home by redefining what the house, the marriage and, sometimes, what the child needs. One woman described a fairly common pattern: I do my half. I do half of his half, and the rest doesn't get done."
Dag Hammarskjöld,child,"Maturity: among other things, the unclouded happiness of the child at play, who takes it for granted that he is at one with his play-mates."
Benedict Cumberbatch,child,"Maybe it's because I was an only child, but I've always wanted kids."
Benjamin Watson,child,"Most of the guys in the NFL would sit here and tell you we don't condone the abuse of a child, any sort of abuse of a woman, breaking rules, failing drug tests, or doing any of those things. We hold ourselves to a very high standard."
Beth Riesgraf,child,"My background is in dance. No, I'm kidding. I was actually really uncoordinated as a child, when it came to dance, but I did play a lot of sports, and I do some break-dancing from time-to-time. No, I really don't."
Bruno Mars,child,My father moved to Hawaii from Brooklyn and my mother came there as a child from the Philippines. They met at a show where my dad was playing percussion. My mom was a hula dancer.
Antonio Villaraigosa,child,My father was predisposed to drunken rages. I would hide under the bed. My sister and I were talking just the other day about the terror a drunken man in a rage can create in a child.
Barry Marshall,child,My favourite book as a child was an old 'Newne's Children's Encyclopaedia' which my grandfather had bought just before World War II and donated to our family after seeing how interested we were in it. Each volume had special chapters called 'Things Boys can Do.' My brothers and I would pick out interesting projects.
Barbara Corcoran,child,"My greatest strength as a child, I realize now, was my imagination. While every other kid was reading and writing, I had seven whole hours a day to practice my imagination. When do you get that space in your life, ever?"
Baruj Benacerraf,child,"My interest was directed, from my medical student days, to Immunology, and particularly to the mechanism of hypersensitivity. I had suffered from bronchial asthma as a child and had developed a deep curiosity in allergic phenomena."
Bill Halter,child,My wife Shanti and I are blessed with two wonderful daughters. Nothing is more important to us than protecting their future and the future of every Arkansas child.
Bruce Coville,child,My writing works best when I remember that bookish child who adored reading and gear the work toward him.
Bill Hybels,child,"Never forget that if you are God's child through Jesus Christ, you are praying to a Father who couldn't love you more than he already does."
Epictetus,child,"Never in any case say I have lost such a thing, but I have returned it. Is your child dead? It is a return. Is your wife dead? It is a return. Are you deprived of your estate? is not this also a return?"
Carol Bellamy,child,"New legislation has just been adopted by the International Labour Organization on the Worst Forms of Child Labor, such as bonded labour, prostitution and hazardous work."
Charlotte Saunders Cushman,child,"No artist work is so high, so noble, so grand, so enduring, so important for all time, as the making of character is a child."
Barbara Ehrenreich,child,"No culture on earth outside of mid-century suburban America has ever deployed one woman per child without simultaneously assigning her such major productive activities as weaving, farming, gathering, temple maintenance, and tent-building. The reason is that full-time, one-on-one child-raising is not good for women or children."
Friedrich von Schiller,child,"No doubt the artist is the child of his time; but woe to him if he is also its disciple, or even its favorite."
Victor Hugo,child,No one ever keeps a secret so well as a child.
Emma Goldman,child,"No one has yet realized the wealth of sympathy, the kindness and generosity hidden in the soul of a child. The effort of every true education should be to unlock that treasure."
Brad Henry,child,No one should have to choose between medicine and other necessities. No one should have to use the emergency room every time a child gets sick. And no one should have to live in constant fear that a medical problem will become a financial crisis.
Shirley Williams,child,No test tube can breed love and affection. No frozen packet of semen ever read a story to a sleepy child.
Barbara Bush,child,Nobody likes a child to die or losing an election.
Lydia M. Child,child,"None speak of the bravery, the might, or the intellect of Jesus; but the devil is always imagined as a being of acute intellect, political cunning, and the fiercest courage. These universal and instinctive tendencies of the human mind reveal much."
Marcus Tullius Cicero,child,"Not to know what has been transacted in former times is to be always a child. If no use is made of the labors of past ages, the world must remain always in the infancy of knowledge."
Bill Cosby,child,"Nothing separates the generations more than music. By the time a child is eight or nine, he has developed a passion for his own music that is even stronger than his passions for procrastination and weird clothes."
Maya Angelou,child,"Of all the needs (there are none imaginary) a lonely child has, the one that must be satisfied, if there is going to be hope and a hope of wholeness, is the unshaken need for an unshakable God."
Alexander Pope,child,"Of Manners gentle, of Affections mild; In Wit a man; Simplicity, a child."
George Orwell,child,"One can love a child, perhaps, more deeply than one can love another adult, but it is rash to assume that the child feels any love in return."
Forest Witcraft,child,"One hundred years from now, it will not matter what my bank account was, how big my house was, or what kind of car I drove. But the world may be a little better, because I was important in the life of a child."
Randall Jarrell,child,"One of the most obvious facts about grownups to a child, is that they have forgotten what it is like a child."
Carol Ann Duffy,child,"One saw I was alive. Loosened , his belt. My bowels opened in a ragged gape of fear. , Between the gap of corpses I could see a child. , The soldiers laughed. Only a matter of days separate , this from acts of torture now. They shot her in the eye."
Carl Sandburg,child,Ordering a man to write a poem is like commanding a pregnant woman to give birth to a red-haired child.
Carl Sandburg,child,Ordering a man to write a poem is like commanding a pregnant woman to give birth to a red-headed child.
Samuel Taylor Coleridge,child,"Our quaint metaphysical opinions, in an hour of anguish, are like playthings by the bedside of a child deathly sick."
Claude Lévi-Strauss,child,"Our system is the height of absurdity, since we treat the culprit both as a child, so as to have the right to punish him, and as an adult, in order to deny him consolation."
Samuel Johnson,child,"Parents and children seldom act in concert: each child endeavors to appropriate the esteem or fondness of the parents, and the parents, with yet less temptation, betray each other to their children."
Bob Keeshan,child,"Parents are the ultimate role models for children. Every word, movement and action has an effect. No other person or outside force has a greater influence on a child than the parent."
Bob Parsons,child,Parents will purchase the dot-com name for their baby. We have been aware of some instances where somebody didn't name their child a particular name because the dot-com wasn't available.
Bernie Siegel,child,"Parents, teachers, clergy and physicians change lives with their words. It is hypnotic for a child or patient to hear an authority figure's words. As I am always sharing, 'wordswordswords' can become 'swordswordswords,' and we can kill or cure with either words or swords."
Ted Cook,child,"Parents: persons who spend half their time worrying how a child will turn out, and the rest of the time wondering when a child will turn in."
Bill Hicks,child,"People often ask me where I stand politically. It's not that I disagree with Bush's economic policy or his foreign policy, it's that I believe he was a child of Satan sent here to destroy the planet Earth. Little to the left."
Bill Murray,child,"People only talk about what a joyous experience it is, but there is terror: Your life, as you know it, is over. It's over the day that child is born. It's over, and something completely new starts."
Joseph Hall,child,Perfection is the child of time.
Leonard Cohen,child,Prayer is translation. A man translates himself into a child asking for all there is in a language he has barely mastered.
William Hazlitt,child,"Prejudice is the child of ignorance.,
,
"
Dan Quayle,child,Republicans understand the importance of bondage between a mother and child.
Ralph Waldo Emerson,child,Respect the child. Be not too much his parent. Trespass not on his solitude.
Alice Miller,child,Sadism is not an infectious disease that strikes a person all of a sudden. It has a long prehistory in childhood and always originates in the desperate fantasies of a child who is searching for a way out of a hopeless situation.
Carl Levin,child,Safe storage and child access prevention laws are critical steps as we seek to reduce the occurrence of accidental shootings and suicides involving guns.
Akhenaton,child,"Say not that honor is the child of boldness, nor believe thou that the hazard of life alone can pay the price of it: it is not to the action that it is due, but to the manner of performing it."
Ben Stein,child,"Screaming at children over their grades, especially to the point of the child's tears, is child abuse, pure and simple. It's not funny and it's not good parenting. It is a crushing, scarring, disastrous experience for the child. It isn't the least bit funny."
Anne Cassidy,child,Seeing to it that a youngster grows up believing not just in the here and now but also in the grand maybes of life guarantees that some small yet crucial part of him remains forever a child.
Garrison Keillor,child,"Selective ignorance, a cornerstone of child rearing. You don't put kids under surveillance: it might frighten you. Parents should sit tall in the saddle and look upon their troops with a noble and benevolent and extremely nearsighted gaze."
Emma Goldman,child,"Since every effort in our educational life seems to be directed toward making of the child a being foreign to itself, it must of necessity produce individuals foreign to one another, and in everlasting antagonism with each other."
Thomas Henry Huxley,child,"Sit down before fact like a little child, and be prepared to give up every preconceived notion. Follow humbly wherever and to whatever abyss Nature leads, or you shall learn nothing."
Rainer Maria Rilke,child,Spring has returned. The Earth is like a child that knows poems.
Sir James Matthew Barrie,child,"Strength instead of being the lusty child of passion, grows by grappling with and subduing them."
Benjamin Disraeli,child,Success is the child of audacity.
Al Green,child,"Teach success before teaching responsibility. Teach them to believe in themselves. Teach them to think, 'I'm not stupid'. No child wants to fail. Everyone wants to succeed."
Benjamin Franklin,child,Teach your child to hold his tongue; he'll learn fast enough to speak.
Sir Richard Steele,child,That man never grows old who keeps a child in his heart.
Charles Morgan,child,"The art of living does not consist in preserving and clinging to a particular mode of happiness. but in allowing happiness to change its form without being disappointed the change; happiness, like a child, must be allowed to grow Up."
Friedrich von Schiller,child,"The artist is the child of his time; but woe to him if he is also its disciple, or even its favorite."
Alistair Cooke,child,"The best compliment to a child or a friend is the feeling you give him that he has been set free to make his own inquiries, to come to conclusions that are right for him, whether or not they coincide with your own."
A. P. Gouthey,child,The best training any parent can give a child is to train the child to train himself.
B. B. King,child,"The blues was like that problem child that you may have had in the family. You was a little bit ashamed to let anybody see him, but you loved him. You just didn't know how other people would take it."
Richard Dawkins,child,"The child has no way of knowing what's good information.,
,
"
Wayne Dyer,child,"The child in you, like all children, loves to laugh, to be around people who can laugh at themselves and life. Children instinctively know that the more laughter we have in our lives, the better.,
"
William Wordsworth,child,The child is father of the man.
Bhagwan Shree Rajneesh,child,"The child is naturally meditative. He is a sort of samadhi; he's coming out of the womb of existence. His life river is yet absolutely fresh, just from the source. He knows the truth, but he does not know that he knows.... His knowledge is not yet aware. It is innocent. It is simply there, as a matter of fact. And he is not separate from his knowledge; he is his knowledge. He has not mind, he has simple being."
Jean Paul,child,"The child is not to be educated for the present, but for the remote future, and often is opposition to the immediate future."
William Wordsworth,child,The child is the father of the man.
John Ruskin,child,The child who desires education will be bettered by it; the child who dislikes it disgraced.
